SENSOR_ID,FP_ID,LOC_ID,FROM_DATETIME,TO_DATETIME,LAT,LON,web_id,batt_%,first_soilMes,last_soilMes,nNAs_soilMes,NAsRatio_soilMes,notes
PI040298AD5I214020,5D64,ddb5C9TadW1535216387975,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1395701306988,-8.63260807928343,ALG_VDL_Ss32-5D64,49,2018-08-25 18:15:00,2018-10-26 10:15:00,26532,0.81765231594194,
PI040298AD5I211070,39B3,j6F3zrWZNk1535470631365,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1392978766439,-8.63291060513885,ALG_VDL_SS22-39B3,0,2018-08-28 16:45:00,2018-10-26 10:00:00,26533,0.824851555942425,
PI040298AD5I213134,55E3,HuMqUAsiJv1535191722844,2019-05-01 07:40:53,2019-07-30 07:40:53,37.139206121734,-8.6331614149763,ALG_VDL_Ss18-55E3,79,2018-08-25 11:30:00,2018-10-26 09:45:00,26534,0.817034117502156,
PI040298AD5I208079,6A37,5hI12wAFjv1531386302928,2019-05-01 07:40:53,2019-07-30 07:40:53,37.140053431288,-8.63033387871597,Fr01-6A37,69,2018-08-17 12:00:00,2018-10-26 08:45:00,26535,0.798237169845376,
PI040298AD5I211670,9FB7,9PZhMsl9sC1535223087989,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1387543293242,-8.63257025168467,ALG_VDL_Sb04-9FB7,75,2018-08-25 20:00:00,2018-10-26 09:00:00,26537,0.817982861722459,
PI040298AD5I212913,A4F9,jOdiVCQTJT1533051347156,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1394273161197,-8.63513556594081,ALG_VDL_Tn05-A4F9,65,2018-08-17 12:15:00,2018-10-26 12:30:00,26553,0.79880268343311,
PI040298AD5I212373,391F,FyUNIBCebU1535190533951,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1391308108068,-8.63339052842582,ALG_VDL_Ss10-391F,52,2018-08-25 11:00:00,2018-10-29 10:30:00,26900,0.828252971242072,
PI040298AD5I211129,41BE,kkDlUEz5zD1534850226684,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1398819704364,-8.63526069498754,ALG_VDL_Mn06-41BE,76,2018-08-21 12:30:00,2019-07-29 07:45:00,27236,0.828950572193815,
PI040298AD5I211083,3A30,eG9zvVzB7z1534849663856,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1398819704364,-8.63526069498754,ALG_VDL_Mn04-3A30,75,2018-08-21 12:15:00,2018-10-13 15:30:00,27755,0.844721064004626,
PI040298AD5I214090,57E5,cpTeFaY9631534851911890,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1400463052534,-8.63509280903325,ALG_VDL_Mn12-57E5,82,2018-08-21 13:00:00,2018-10-13 15:30:00,27755,0.844798198088513,0:0
PI040298AD5I205993,6501,2OhB59HXPV1533052721808,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1391359857535,-8.63555584962462,ALG_VDL_Tn07-6501,78,2018-08-17 12:15:00,2018-10-13 14:45:00,27758,0.835053097078909,
PI040298AD5I213126,632D,3gv8CwiSgl1535190867317,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1391308108068,-8.63339052842582,ALG_VDL_Ss12-632D,85,2018-08-25 11:15:00,2018-10-12 13:30:00,27859,0.857807063460295,
PI040298AD5I213518,5E32,y3ikbOQpYD1535188689637,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1392988116444,-8.63355262959753,ALG_VDL_Ss03-5E32,87,2018-08-25 10:30:00,2018-09-24 11:15:00,29596,0.911206896551724,
PI040298AD5I212031,334B,GoIyvC38cb1535189050554,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1392988116444,-8.63355262959753,ALG_VDL_Ss05-334B,87,2018-08-25 10:45:00,2018-09-24 11:15:00,29596,0.911234951815019,
PI040298AD5G204883,9FAC,971lMaOAbh1535455037186,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1383959899351,-8.63561140725574,ALG_VDL_TS02-9FAC,90,2018-08-26 11:45:00,2018-09-24 10:45:00,29598,0.914110997868989,
PI040298AD5I214059,33A1,JGZlQjZxb61534871984747,2019-05-01 07:40:53,2019-07-30 07:40:53,37.1404057850978,-8.63541277004578,ALG_VDL_Mn36-33A1,87,2018-08-21 18:30:00,2018-09-24 10:15:00,29600,0.901559454191033,
