SENSOR_ID,WEB_ID,FP_ID,BATT,LOC_ID,FROM_DATETIME,TO_DATETIME,LAT,LON,first_soilMes,last_soilMes,nNAs_soilMes,NAsRatio_soilMes,VDL_ID,VDL_CLASS
PI040298AD5I214057,ALG_VDL_Ss11-3390,3390,17%,ln7GJkYJoH1535190707803,2019-06-02 15:01:50,2019-08-31 15:01:50,37.1391308108068,-8.63339052842582,2018-08-25 11:00:00,2019-06-30 17:00:00,2793,0.0859966746720857,SS11,SW2a-TEST
PI040298AD5I214059,ALG_VDL_Mn36-33A1,33A1,87%,JGZlQjZxb61534871984747,2019-06-02 15:01:50,2019-08-31 15:01:50,37.1404057850978,-8.63541277004578,2018-08-21 18:30:00,2018-09-24 10:15:00,29600,0.901559454191033,MN36,MBb-TEST
PI040298AD5I214085,ALG_VDL_Mn01*-57D0,57D0,61%,xUdVB3FQcy1553619499851,2019-06-02 15:01:50,2019-08-31 15:01:50,37.1399581665268,-8.6346654282159,2019-03-26 17:15:00,2019-07-29 07:45:00,42,0.00349970835763686,MN01,GRID
PI040298AD5I214087,ALG_VDL_Ss10*-5746,5746,85%,a525HXXwtr1553618078735,2019-06-02 15:01:50,2019-08-31 15:01:50,37.1391481465389,-8.63342658162273,2019-03-26 16:45:00,2019-04-21 06:45:00,9550,0.795634424727152,SS10,SW1p-TEST
PI040298AD5I214088,ALG_VDL_Mn13-5738,5738,67%,JZ9TXxrjPj1534866346770,2019-06-02 15:01:50,2019-08-31 15:01:50,37.1402361987727,-8.63487013093514,2018-08-21 17:00:00,2018-12-10 15:00:00,23756,0.723430172361289,MN13,SW-TEST
PI040298AD5I214089,ALG_VDL_Mn42-587C,587C,39%,YOk9ARZHTb1534873026030,2019-06-02 15:01:50,2019-08-31 15:01:50,37.1404598619774,-8.63525056869004,2018-08-21 18:45:00,2019-02-07 10:45:00,16538,0.503731229630532,MN42,MBb-TEST
PI040298AD5I214090,ALG_VDL_Mn12-57E5,57E5,82%,cpTeFaY9631534851911890,2019-06-02 15:01:50,2019-08-31 15:01:50,37.1400463052534,-8.63509280903325,2018-08-21 13:00:00,2018-10-13 15:30:00,27755,0.844798198088513,MN12,GRID
PI040298AD5I214095,ALG_VDL_ER04-5151,5151,69%,N0Av1q9RBX1535449757766,2019-06-02 15:01:50,2019-08-31 15:01:50,37.1409453121743,-8.63192230965865,2018-08-28 11:00:00,2018-11-14 17:00:00,24673,0.766480273376825,ER04,GRID
PI040298AD5I214096,ALG_VDL_Og05-5181,5181,89%,TzVkMzHNuP1535299997107,2019-06-02 15:01:50,2019-08-31 15:01:50,37.1406913233534,-8.63314265252397,2018-08-26 17:15:00,2019-07-29 18:30:00,11491,0.355131810736471,OG05,GRID
PI040298AD5I214098,ALG_VDL_Ss34-5176,5176,65%,1gnNPEMazq1535217387514,2019-06-02 15:01:50,2019-08-31 15:01:50,37.139367820968,-8.63262358874735,2018-08-25 18:30:00,2019-01-09 15:30:00,20255,0.624229536489152,SS34,SW3p-TEST
PI040298AD5I214120,ALG_VDL_LG01-3185,3185,40%,w3ekZJSYoQ1542459950561,2019-06-02 15:01:50,2019-08-31 15:01:50,37.1412188081633,-8.63083056500579,2019-01-04 19:15:00,2019-07-27 19:00:00,235,0.0118872982953108,LG01,GRID
PI040298AD5I214139,ALG_VDL_Ss07-2CF7,2CF7,4%,KDhBY6w3ex1537785253361,2019-06-02 15:01:50,2019-08-31 15:01:50,37.1391043016523,-8.63357598011613,2018-09-08 16:00:00,2018-11-27 13:00:00,23441,0.753390756572604,SS07,SW1b-TEST
